WAVLEN_MCRN,TOTAL_RAD,ALBEDO,WVP_COL,GRND_RFLT
2.172,,1,1.0,0.0019936
2.173,,1,1.0,0.0019119
2.174,,1,1.0,0.0017272
2.175,,1,1.0,0.0018646
2.176,,1,1.0,0.00169
2.177,,1,1.0,0.0019983
2.178,,1,1.0,0.0019473
2.179,,1,1.0,0.0016712
2.18,,1,1.0,0.0019632
2.181,,1,1.0,0.0020146
2.182,,1,1.0,0.0019951
2.183,,1,1.0,0.0015379
2.184,,1,1.0,0.001744
2.185,,1,1.0,0.0013064
2.186,,1,1.0,0.0019794
2.187,,1,1.0,0.0017959
2.188,,1,1.0,0.0015529
2.189,,1,1.0,0.0019292
2.19,,1,1.0,0.0018543
2.191,,1,1.0,0.0018227
2.192,,1,1.0,0.0020011
2.193,,1,1.0,0.0019948
2.194,,1,1.0,0.0018174
2.195,,1,1.0,0.0016019
2.196,,1,1.0,0.0018849
2.197,,1,1.0,0.0017956
2.198,,1,1.0,0.0014388
2.199,,1,1.0,0.0016261
2.2,,1,1.0,0.0014204
2.201,,1,1.0,0.0017043
2.202,,1,1.0,0.0017222
2.203,,1,1.0,0.0018105
2.204,,1,1.0,0.0016774
2.205,,1,1.0,0.0014385
2.206,,1,1.0,0.0017793
2.207,,1,1.0,0.0016898
2.208,,1,1.0,0.0017906
2.209,,1,1.0,0.0018962
2.21,,1,1.0,0.0018474
2.211,,1,1.0,0.001863
2.212,,1,1.0,0.001928
2.213,,1,1.0,0.0019184
2.214,,1,1.0,0.0018961
2.215,,1,1.0,0.0017012
2.216,,1,1.0,0.0015128
2.217,,1,1.0,0.001817
2.218,,1,1.0,0.0018402
2.219,,1,1.0,0.0018957
2.22,,1,1.0,0.0018428
2.221,,1,1.0,0.0018048
2.222,,1,1.0,0.0017927
2.223,,1,1.0,0.0018139
2.224,,1,1.0,0.0018539
2.225,,1,1.0,0.0017195
2.226,,1,1.0,0.0017713
2.227,,1,1.0,0.0016812
2.228,,1,1.0,0.0018333
2.229,,1,1.0,0.0018473
2.23,,1,1.0,0.0018526
2.231,,1,1.0,0.0017972
2.232,,1,1.0,0.0016673
2.233,,1,1.0,0.0017657
2.234,,1,1.0,0.0017676
2.235,,1,1.0,0.0017991
2.236,,1,1.0,0.0016827
2.237,,1,1.0,0.0017439
2.238,,1,1.0,0.0016787
2.239,,1,1.0,0.0017919
2.24,,1,1.0,0.0017034
2.241,,1,1.0,0.0017401
2.242,,1,1.0,0.0017379
2.243,,1,1.0,0.0017329
2.244,,1,1.0,0.0015998
2.245,,1,1.0,0.0018056
2.246,,1,1.0,0.001654
2.247,,1,1.0,0.001463
2.248,,1,1.0,0.0017484
2.249,,1,1.0,0.0017423
2.25,,1,1.0,0.0016899
2.251,,1,1.0,0.0016625
2.252,,1,1.0,0.0016797
2.253,,1,1.0,0.001688
2.254,,1,1.0,0.0015214
2.255,,1,1.0,0.0016338
2.256,,1,1.0,0.0015904
2.257,,1,1.0,0.0014743
2.258,,1,1.0,0.0016121
2.259,,1,1.0,0.0017102
2.26,,1,1.0,0.0016513
2.261,,1,1.0,0.0014864
2.262,,1,1.0,0.0013486
2.263,,1,1.0,0.0016131
2.264,,1,1.0,0.0014752
2.265,,1,1.0,0.0015123
2.266,,1,1.0,0.0017136
2.267,,1,1.0,0.0016844
2.268,,1,1.0,0.0014371
2.269,,1,1.0,0.0014392
2.27,,1,1.0,0.0015702
2.271,,1,1.0,0.0016117
2.272,,1,1.0,0.0014682
2.273,,1,1.0,0.0016123
2.274,,1,1.0,0.0016298
2.275,,1,1.0,0.0014254
2.276,,1,1.0,0.0012441
2.277,,1,1.0,0.0015113
2.278,,1,1.0,0.0016153
2.279,,1,1.0,0.0016627
2.28,,1,1.0,0.0016349
2.281,,1,1.0,0.0013409
2.282,,1,1.0,0.0015343
2.283,,1,1.0,0.0012418
2.284,,1,1.0,0.0013697
2.285,,1,1.0,0.0014432
2.286,,1,1.0,0.001642
2.287,,1,1.0,0.0016005
2.288,,1,1.0,0.0015652
2.289,,1,1.0,0.0014981
2.29,,1,1.0,0.0012106
2.291,,1,1.0,0.0014973
2.292,,1,1.0,0.0014668
2.293,,1,1.0,0.0014556
2.294,,1,1.0,0.0014064
2.295,,1,1.0,0.0013435
2.296,,1,1.0,0.0012949
2.297,,1,1.0,0.0015282
2.298,,1,1.0,0.0013283
2.299,,1,1.0,0.0012761
2.3,,1,1.0,0.0013288
2.301,,1,1.0,0.0012945
2.302,,1,1.0,0.0014138
2.303,,1,1.0,0.0014301
2.304,,1,1.0,0.0012387
2.305,,1,1.0,0.001314
2.306,,1,1.0,0.0014386
2.307,,1,1.0,0.0013045
2.308,,1,1.0,0.0014494
2.309,,1,1.0,0.0014575
2.31,,1,1.0,0.0014416
2.311,,1,1.0,0.0015773
2.312,,1,1.0,0.0014418
2.313,,1,1.0,0.0016278
2.314,,1,1.0,0.0016137
2.315,,1,1.0,0.0015153
2.316,,1,1.0,0.0011676
2.317,,1,1.0,0.00072855
2.318,,1,1.0,0.00085158
2.319,,1,1.0,0.0012108
2.32,,1,1.0,0.0012702
2.321,,1,1.0,0.0013532
2.322,,1,1.0,0.00096078
2.323,,1,1.0,0.00085647
2.324,,1,1.0,0.0011645
2.325,,1,1.0,0.0014095
2.326,,1,1.0,0.001373
2.327,,1,1.0,0.0014435
2.328,,1,1.0,0.0011419
2.329,,1,1.0,0.0013247
2.33,,1,1.0,0.0014407
2.331,,1,1.0,0.001169
2.332,,1,1.0,0.0012386
2.333,,1,1.0,0.0014143
2.334,,1,1.0,0.0013347
2.335,,1,1.0,0.0011377
2.336,,1,1.0,0.001261
2.337,,1,1.0,0.0014185
2.338,,1,1.0,0.0011743
2.339,,1,1.0,0.0010729
2.34,,1,1.0,0.00067955
2.341,,1,1.0,0.00088679
2.342,,1,1.0,0.00090569
2.343,,1,1.0,0.001268
2.344,,1,1.0,0.0012346
2.345,,1,1.0,0.00090558
2.346,,1,1.0,0.0011699
2.347,,1,1.0,0.00099086
2.348,,1,1.0,0.00095335
2.349,,1,1.0,0.0011134
2.35,,1,1.0,0.00090778
2.351,,1,1.0,0.00083128
2.352,,1,1.0,0.0003102
2.353,,1,1.0,0.00082766
2.354,,1,1.0,0.001111
2.355,,1,1.0,0.0011564
2.356,,1,1.0,0.00090071
2.357,,1,1.0,0.00097087
2.358,,1,1.0,0.00093069
2.359,,1,1.0,0.00081692
2.36,,1,1.0,0.0013431
2.361,,1,1.0,0.0013529
2.362,,1,1.0,0.001098
2.363,,1,1.0,0.0011979
2.364,,1,1.0,0.00062714
2.365,,1,1.0,0.0012429
2.366,,1,1.0,0.00126
2.367,,1,1.0,0.00096872
2.368,,1,1.0,0.00087469
2.369,,1,1.0,0.00069702
2.37,,1,1.0,0.00072387
2.371,,1,1.0,0.00016342
2.372,,1,1.0,0.00048781
2.373,,1,1.0,0.00079491
2.374,,1,1.0,0.0010885
2.375,,1,1.0,0.0011217
2.376,,1,1.0,0.00086538
2.377,,1,1.0,0.00064247
2.378,,1,1.0,0.00045756
2.379,,1,1.0,0.00089833
2.38,,1,1.0,0.00077648
2.381,,1,1.0,0.00091329
2.382,,1,1.0,0.0010974
2.383,,1,1.0,0.00049153
2.384,,1,1.0,0.00022651
2.385,,1,1.0,0.00084934
2.386,,1,1.0,0.00044216
2.387,,1,1.0,0.0008623
2.388,,1,1.0,0.00048851
2.389,,1,1.0,0.00095152
2.39,,1,1.0,0.00096081
2.391,,1,1.0,0.00066277
2.392,,1,1.0,0.00045305
2.393,,1,1.0,0.00099105
2.394,,1,1.0,0.00096421
2.395,,1,1.0,0.00089615
2.396,,1,1.0,0.00087943
2.397,,1,1.0,0.00033612
2.398,,1,1.0,0.0007648
2.399,,1,1.0,0.0010463
2.4,,1,1.0,0.00078593
2.401,,1,1.0,0.00093416
2.402,,1,1.0,0.0010009
2.403,,1,1.0,0.0010594
2.404,,1,1.0,0.00039027
2.405,,1,1.0,0.00066877
2.406,,1,1.0,0.0007257
2.407,,1,1.0,0.00030387
2.408,,1,1.0,0.00052017
2.409,,1,1.0,0.00087461
2.41,,1,1.0,0.00038992
2.411,,1,1.0,0.00091533
2.412,,1,1.0,0.00048952
2.413,,1,1.0,0.00080064
2.414,,1,1.0,0.00028652
2.415,,1,1.0,0.0004494
2.416,,1,1.0,0.00013735
2.417,,1,1.0,0.00053651
2.418,,1,1.0,0.00038335
2.419,,1,1.0,3.2529e-05
2.42,,1,1.0,0.0004303
2.421,,1,1.0,0.00087837
2.422,,1,1.0,0.00064025
2.423,,1,1.0,0.00083662
2.424,,1,1.0,0.00037427
2.425,,1,1.0,0.00060997
2.426,,1,1.0,0.00051896
2.427,,1,1.0,0.0006247
2.428,,1,1.0,0.00097826
2.429,,1,1.0,0.00087145
2.43,,1,1.0,0.00083665
2.431,,1,1.0,0.00094428
2.432,,1,1.0,0.00081434
2.433,,1,1.0,0.00031471
2.434,,1,1.0,0.00038331
2.435,,1,1.0,4.29e-05
2.436,,1,1.0,3.8736e-06
2.437,,1,1.0,0.00027139
2.438,,1,1.0,0.000736
2.439,,1,1.0,0.00086902
2.44,,1,1.0,0.000924
2.441,,1,1.0,0.0009465
2.442,,1,1.0,0.00076198
2.443,,1,1.0,0.00035511
2.444,,1,1.0,0.00071327
2.445,,1,1.0,0.00041542
2.446,,1,1.0,2.194e-05
2.447,,1,1.0,3.9924e-05
2.448,,1,1.0,0.00016331
2.449,,1,1.0,0.00051705
2.45,,1,1.0,7.6403e-05
2.451,,1,1.0,7.9251e-06
2.452,,1,1.0,9.3894e-05
2.453,,1,1.0,0.00037741
2.454,,1,1.0,0.00012146
2.455,,1,1.0,0.00017718
2.456,,1,1.0,0.00059923
2.457,,1,1.0,0.0006355
2.458,,1,1.0,0.00077888
2.459,,1,1.0,0.00066013
2.46,,1,1.0,0.00065886
2.461,,1,1.0,0.00059312
2.462,,1,1.0,0.00018768
2.463,,1,1.0,4.3758e-05
2.464,,1,1.0,0.00023738
2.465,,1,1.0,0.0005483
2.466,,1,1.0,0.0004878
2.467,,1,1.0,0.00049464
2.468,,1,1.0,0.00014944
2.469,,1,1.0,0.00034553
2.47,,1,1.0,0.00037657
2.471,,1,1.0,0.00014786
2.472,,1,1.0,6.1879e-06
2.473,,1,1.0,4.6823e-06
2.474,,1,1.0,0.00017229
2.475,,1,1.0,0.0002055
2.476,,1,1.0,0.00030562
2.477,,1,1.0,0.00035283
2.478,,1,1.0,9.972e-05
2.479,,1,1.0,0.00013079
2.48,,1,1.0,6.0895e-05
2.481,,1,1.0,5.6287e-06
2.482,,1,1.0,5.2901e-05
2.483,,1,1.0,5.6222e-05
2.484,,1,1.0,2.1556e-06
2.485,,1,1.0,2.9879e-05
2.486,,1,1.0,8.8242e-05
2.487,,1,1.0,1.1868e-05
2.488,,1,1.0,5.0103e-07
2.489,,1,1.0,1.0153e-05
2.49,,1,1.0,4.1813e-05
2.491,,1,1.0,2.3671e-05
2.492,,1,1.0,5.1692e-06
2.493,,1,1.0,5.3318e-06
2.494,,1,1.0,3.026e-06
2.495,,1,1.0,1.8624e-06
2.496,,1,1.0,2.6691e-05
2.497,,1,1.0,3.2033e-05
2.498,,1,1.0,4.4925e-05
2.499,,1,1.0,9.0869e-05
2.5,,1,1.0,3.9301e-05
2.501,,1,1.0,7.1696e-05
2.502,,1,1.0,1.9729e-05
2.503,,1,1.0,1.2674e-06
2.504,,1,1.0,1.6738e-06
2.505,,1,1.0,2.0788e-06
2.506,,1,1.0,6.8906e-09
2.507,,1,1.0,2.0416e-05
2.508,,1,1.0,5.1341e-05
2.509,,1,1.0,2.0005e-06
2.51,,1,1.0,4.365e-06
2.511,,1,1.0,3.3526e-09
2.512,,1,1.0,3.1511e-07
2.513,,1,1.0,7.817e-07
2.514,,1,1.0,5.9117e-06
2.515,,1,1.0,1.419e-07
2.516,,1,1.0,3.9614e-11
2.517,,1,1.0,2.6895e-12
2.518,,1,1.0,1.9095e-08
2.519,,1,1.0,2.9274e-08
2.52,,1,1.0,7.853e-08
2.521,,1,1.0,1.367e-06
2.522,,1,1.0,3.7283e-07
2.523,,1,1.0,4.059e-08
2.524,,1,1.0,9.133e-09
2.525,,1,1.0,7.7392e-10
2.526,,1,1.0,2.6296e-10
2.527,,1,1.0,3.0737e-12
2.528,,1,1.0,8.6246e-11
2.529,,1,1.0,4.5231e-11
2.53,,1,1.0,1.7866e-13
2.531,,1,1.0,7.7518e-14
2.532,,1,1.0,4.512e-17
2.533,,1,1.0,2.8312e-15
2.534,,1,1.0,2.3578e-11
2.535,,1,1.0,3.8177e-12
2.536,,1,1.0,4.1051e-16
2.537,,1,1.0,2.5217e-13
2.538,,1,1.0,5.0877e-12
2.539,,1,1.0,1.0034e-12
2.54,,1,1.0,6.8771e-11
2.541,,1,1.0,8.4231e-12
2.542,,1,1.0,9.5087e-15
2.543,,1,1.0,2.0543e-20
2.544,,1,1.0,2.2374e-21
2.545,,1,1.0,3.2203e-27
2.546,,1,1.0,1.2298e-15
2.547,,1,1.0,9.8098e-16
2.548,,1,1.0,3.3917e-30
2.549,,1,1.0,1.5779e-17
2.55,,1,1.0,8.1232e-17
2.551,,1,1.0,7.2879e-20
2.552,,1,1.0,1.1142e-20
2.553,,1,1.0,1.8676e-22
2.554,,1,1.0,2.2868e-15
2.555,,1,1.0,1.1247e-14
2.556,,1,1.0,1.1009e-13
2.557,,1,1.0,3.5445e-14
2.558,,1,1.0,1.4137e-15
2.559,,1,1.0,2.3099e-17
2.56,,1,1.0,1.6926e-23
2.561,,1,1.0,0.0
2.562,,1,1.0,0.0
2.563,,1,1.0,0.0
2.564,,1,1.0,0.0
2.565,,1,1.0,0.0
2.566,,1,1.0,6.5265e-23
2.567,,1,1.0,4.3107e-22
2.568,,1,1.0,2.9652e-23
2.569,,1,1.0,0.0
2.57,,1,1.0,0.0
2.571,,1,1.0,8.9496e-29
2.572,,1,1.0,6.8438e-29
2.573,,1,1.0,0.0
2.574,,1,1.0,0.0
2.575,,1,1.0,0.0
2.576,,1,1.0,0.0
2.577,,1,1.0,0.0
2.578,,1,1.0,1.2074e-28
2.579,,1,1.0,6.0058e-28
2.58,,1,1.0,8.0354e-29
2.581,,1,1.0,0.0
2.582,,1,1.0,0.0
2.583,,1,1.0,0.0
2.584,,1,1.0,0.0
2.585,,1,1.0,0.0
2.586,,1,1.0,0.0
2.587,,1,1.0,0.0
2.588,,1,1.0,0.0
2.589,,1,1.0,0.0
2.59,,1,1.0,0.0
2.591,,1,1.0,0.0
2.592,,1,1.0,0.0
2.593,,1,1.0,0.0
2.594,,1,1.0,0.0
2.595,,1,1.0,0.0
2.596,,1,1.0,0.0
2.597,,1,1.0,0.0
2.598,,1,1.0,0.0
2.599,,1,1.0,0.0
2.6,,1,1.0,0.0
0.35,,1,1.5,0.0098903
0.351,,1,1.5,0.0098206
0.352,,1,1.5,0.010291
0.353,,1,1.5,0.0097226
0.354,,1,1.5,0.011199
0.355,,1,1.5,0.011573
0.356,,1,1.5,0.011532
0.357,,1,1.5,0.0079901
0.358,,1,1.5,0.0087903
0.359,,1,1.5,0.0085071
0.36,,1,1.5,0.012121
0.361,,1,1.5,0.0095582
0.362,,1,1.5,0.010613
0.363,,1,1.5,0.011704
0.364,,1,1.5,0.011804
0.365,,1,1.5,0.010995
0.366,,1,1.5,0.014847
0.367,,1,1.5,0.013496
0.368,,1,1.5,0.012838
0.369,,1,1.5,0.012534
0.37,,1,1.5,0.014498
0.371,,1,1.5,0.011657
0.372,,1,1.5,0.012317
0.373,,1,1.5,0.012396
0.374,,1,1.5,0.0097608
0.375,,1,1.5,0.0088956
0.376,,1,1.5,0.012888
0.377,,1,1.5,0.013265
0.378,,1,1.5,0.017398
0.379,,1,1.5,0.013408
0.38,,1,1.5,0.012438
0.381,,1,1.5,0.014342
0.382,,1,1.5,0.01072
0.383,,1,1.5,0.0074688
0.384,,1,1.5,0.0082625
0.385,,1,1.5,0.012515
0.386,,1,1.5,0.0098015
0.387,,1,1.5,0.011109
0.388,,1,1.5,0.011177
0.389,,1,1.5,0.012601
0.39,,1,1.5,0.015621
0.391,,1,1.5,0.017351
0.392,,1,1.5,0.015435
0.393,,1,1.5,0.0083221
0.394,,1,1.5,0.0091427
0.395,,1,1.5,0.015655
0.396,,1,1.5,0.015891
0.397,,1,1.5,0.0065494
0.398,,1,1.5,0.018055
0.399,,1,1.5,0.021909
0.4,,1,1.5,0.021793
0.401,,1,1.5,0.021472
0.402,,1,1.5,0.022597
0.403,,1,1.5,0.021456
0.404,,1,1.5,0.022882
0.405,,1,1.5,0.021152
0.406,,1,1.5,0.02104
0.407,,1,1.5,0.020447
0.408,,1,1.5,0.022098
0.409,,1,1.5,0.024319
0.41,,1,1.5,0.020461
0.411,,1,1.5,0.024072
0.412,,1,1.5,0.025131
0.413,,1,1.5,0.02335
0.414,,1,1.5,0.023177
0.415,,1,1.5,0.024618
0.416,,1,1.5,0.024816
0.417,,1,1.5,0.023667
0.418,,1,1.5,0.023471
0.419,,1,1.5,0.023851
0.42,,1,1.5,0.020209
0.421,,1,1.5,0.025428
0.422,,1,1.5,0.024357
0.423,,1,1.5,0.020663
0.424,,1,1.5,0.022457
0.425,,1,1.5,0.02335
0.426,,1,1.5,0.022555
0.427,,1,1.5,0.02167
0.428,,1,1.5,0.021875
0.429,,1,1.5,0.019996
0.43,,1,1.5,0.016053
0.431,,1,1.5,0.014328
0.432,,1,1.5,0.025823
0.433,,1,1.5,0.023017
0.434,,1,1.5,0.021973
0.435,,1,1.5,0.023687
0.436,,1,1.5,0.026425
0.437,,1,1.5,0.026617
0.438,,1,1.5,0.024069
0.439,,1,1.5,0.022992
0.44,,1,1.5,0.025857
0.441,,1,1.5,0.025922
0.442,,1,1.5,0.02713
0.443,,1,1.5,0.027327
0.444,,1,1.5,0.027131
0.445,,1,1.5,0.028693
0.446,,1,1.5,0.025483
0.447,,1,1.5,0.029084
0.448,,1,1.5,0.029604
0.449,,1,1.5,0.029902
0.45,,1,1.5,0.030487
0.451,,1,1.5,0.032999
0.452,,1,1.5,0.030707
0.453,,1,1.5,0.028336
0.454,,1,1.5,0.03046
0.455,,1,1.5,0.030578
0.456,,1,1.5,0.031361
0.457,,1,1.5,0.031668
0.458,,1,1.5,0.030785
0.459,,1,1.5,0.031137
0.46,,1,1.5,0.030694
0.461,,1,1.5,0.031856
0.462,,1,1.5,0.031269
0.463,,1,1.5,0.031269
0.464,,1,1.5,0.03155
0.465,,1,1.5,0.03102
0.466,,1,1.5,0.031954
0.467,,1,1.5,0.030974
0.468,,1,1.5,0.032721
0.469,,1,1.5,0.032239
0.47,,1,1.5,0.031881
0.471,,1,1.5,0.031926
0.472,,1,1.5,0.0324
0.473,,1,1.5,0.032168
0.474,,1,1.5,0.032235
0.475,,1,1.5,0.033536
0.476,,1,1.5,0.032769
0.477,,1,1.5,0.032529
0.478,,1,1.5,0.034112
0.479,,1,1.5,0.032236
0.48,,1,1.5,0.032961
0.481,,1,1.5,0.032626
0.482,,1,1.5,0.033421
0.483,,1,1.5,0.033166
0.484,,1,1.5,0.0321
0.485,,1,1.5,0.032152
0.486,,1,1.5,0.026145
0.487,,1,1.5,0.029476
0.488,,1,1.5,0.031854
0.489,,1,1.5,0.029771
0.49,,1,1.5,0.033786
0.491,,1,1.5,0.031465
0.492,,1,1.5,0.03029
0.493,,1,1.5,0.032853
0.494,,1,1.5,0.031592
0.495,,1,1.5,0.033851
0.496,,1,1.5,0.032841
0.497,,1,1.5,0.031947
0.498,,1,1.5,0.031115
0.499,,1,1.5,0.031078
0.5,,1,1.5,0.030932
0.501,,1,1.5,0.030179
0.502,,1,1.5,0.029927
0.503,,1,1.5,0.031351
0.504,,1,1.5,0.028072
0.505,,1,1.5,0.031448
0.506,,1,1.5,0.033507
0.507,,1,1.5,0.031072
0.508,,1,1.5,0.030065
0.509,,1,1.5,0.032339
0.51,,1,1.5,0.03153
0.511,,1,1.5,0.031874
0.512,,1,1.5,0.033179
0.513,,1,1.5,0.030509
0.514,,1,1.5,0.030129
0.515,,1,1.5,0.030683
0.516,,1,1.5,0.032009
0.517,,1,1.5,0.023712
0.518,,1,1.5,0.029205
0.519,,1,1.5,0.02782
0.52,,1,1.5,0.030482
0.521,,1,1.5,0.030586
0.522,,1,1.5,0.03174
0.523,,1,1.5,0.029662
0.524,,1,1.5,0.031856
0.525,,1,1.5,0.031849
0.526,,1,1.5,0.030155
0.527,,1,1.5,0.026449
0.528,,1,1.5,0.03125
0.529,,1,1.5,0.032647
0.53,,1,1.5,0.03068
0.531,,1,1.5,0.033345
0.532,,1,1.5,0.031875
0.533,,1,1.5,0.028255
0.534,,1,1.5,0.030242
0.535,,1,1.5,0.03122
0.536,,1,1.5,0.032871
0.537,,1,1.5,0.030477
0.538,,1,1.5,0.032322
0.539,,1,1.5,0.031792
0.54,,1,1.5,0.030836
0.541,,1,1.5,0.028359
0.542,,1,1.5,0.031276
0.543,,1,1.5,0.030443
0.544,,1,1.5,0.031704
0.545,,1,1.5,0.031395
0.546,,1,1.5,0.030613
0.547,,1,1.5,0.031751
0.548,,1,1.5,0.029884
0.549,,1,1.5,0.031295
0.55,,1,1.5,0.030827
0.551,,1,1.5,0.03073
0.552,,1,1.5,0.031908
0.553,,1,1.5,0.030757
0.554,,1,1.5,0.031783
0.555,,1,1.5,0.031759
0.556,,1,1.5,0.030959
0.557,,1,1.5,0.030417
0.558,,1,1.5,0.031089
0.559,,1,1.5,0.029503
0.56,,1,1.5,0.029807
0.561,,1,1.5,0.032451
0.562,,1,1.5,0.029854
0.563,,1,1.5,0.031264
0.564,,1,1.5,0.030759
0.565,,1,1.5,0.031219
0.566,,1,1.5,0.028756
0.567,,1,1.5,0.030842
0.568,,1,1.5,0.030595
0.569,,1,1.5,0.029374
0.57,,1,1.5,0.029812
0.571,,1,1.5,0.029275
0.572,,1,1.5,0.030626
0.573,,1,1.5,0.031069
0.574,,1,1.5,0.030988
0.575,,1,1.5,0.03027
0.576,,1,1.5,0.029984
0.577,,1,1.5,0.031062
0.578,,1,1.5,0.030448
0.579,,1,1.5,0.030285
0.58,,1,1.5,0.031287
0.581,,1,1.5,0.030822
0.582,,1,1.5,0.031206
0.583,,1,1.5,0.031483
0.584,,1,1.5,0.031363
0.585,,1,1.5,0.031025
0.586,,1,1.5,0.029727
0.587,,1,1.5,0.030528
0.588,,1,1.5,0.029088
0.589,,1,1.5,0.024221
0.59,,1,1.5,0.025158
0.591,,1,1.5,0.027654
0.592,,1,1.5,0.026724
0.593,,1,1.5,0.027578
0.594,,1,1.5,0.027734
0.595,,1,1.5,0.026824
0.596,,1,1.5,0.028699
0.597,,1,1.5,0.028761
0.598,,1,1.5,0.028495
0.599,,1,1.5,0.028776
0.6,,1,1.5,0.029321
0.601,,1,1.5,0.029271
0.602,,1,1.5,0.029244
0.603,,1,1.5,0.02958
0.604,,1,1.5,0.03053
0.605,,1,1.5,0.030523
0.606,,1,1.5,0.030253
0.607,,1,1.5,0.030081
0.608,,1,1.5,0.030051
0.609,,1,1.5,0.029785
0.61,,1,1.5,0.029558
0.611,,1,1.5,0.029784
0.612,,1,1.5,0.029566
0.613,,1,1.5,0.029199
0.614,,1,1.5,0.028241
0.615,,1,1.5,0.029587
0.616,,1,1.5,0.028083
0.617,,1,1.5,0.028484
0.618,,1,1.5,0.029873
0.619,,1,1.5,0.029566
0.62,,1,1.5,0.030096
0.621,,1,1.5,0.030462
0.622,,1,1.5,0.029242
0.623,,1,1.5,0.029425
0.624,,1,1.5,0.029343
0.625,,1,1.5,0.028686
0.626,,1,1.5,0.028762
0.627,,1,1.5,0.029132
0.628,,1,1.5,0.027376
0.629,,1,1.5,0.028939
0.63,,1,1.5,0.028129
0.631,,1,1.5,0.029651
0.632,,1,1.5,0.027508
0.633,,1,1.5,0.029616
0.634,,1,1.5,0.028943
0.635,,1,1.5,0.029426
0.636,,1,1.5,0.028607
0.637,,1,1.5,0.029394
0.638,,1,1.5,0.030015
0.639,,1,1.5,0.029664
0.64,,1,1.5,0.028988
0.641,,1,1.5,0.029278
0.642,,1,1.5,0.028975
0.643,,1,1.5,0.029454
0.644,,1,1.5,0.029147
0.645,,1,1.5,0.029243
0.646,,1,1.5,0.027787
0.647,,1,1.5,0.026761
0.648,,1,1.5,0.026564
0.649,,1,1.5,0.026765
0.65,,1,1.5,0.026432
0.651,,1,1.5,0.028636
0.652,,1,1.5,0.026206
0.653,,1,1.5,0.028509
0.654,,1,1.5,0.028411
0.655,,1,1.5,0.02678
0.656,,1,1.5,0.02346
0.657,,1,1.5,0.024593
0.658,,1,1.5,0.028018
0.659,,1,1.5,0.028439
0.66,,1,1.5,0.028566
0.661,,1,1.5,0.029099
0.662,,1,1.5,0.029751
0.663,,1,1.5,0.029292
0.664,,1,1.5,0.028958
0.665,,1,1.5,0.029228
0.666,,1,1.5,0.029352
0.667,,1,1.5,0.029182
0.668,,1,1.5,0.029217
0.669,,1,1.5,0.029664
0.67,,1,1.5,0.029289
0.671,,1,1.5,0.029184
0.672,,1,1.5,0.0289
0.673,,1,1.5,0.029217
0.674,,1,1.5,0.029312
0.675,,1,1.5,0.028911
0.676,,1,1.5,0.029425
0.677,,1,1.5,0.028907
0.678,,1,1.5,0.029303
0.679,,1,1.5,0.028992
0.68,,1,1.5,0.028878
0.681,,1,1.5,0.028834
0.682,,1,1.5,0.028835
0.683,,1,1.5,0.028932
0.684,,1,1.5,0.028466
0.685,,1,1.5,0.028841
0.686,,1,1.5,0.027655
0.687,,1,1.5,0.019224
0.688,,1,1.5,0.022293
0.689,,1,1.5,0.022401
0.69,,1,1.5,0.02372
0.691,,1,1.5,0.024813
0.692,,1,1.5,0.024943
0.693,,1,1.5,0.023309
0.694,,1,1.5,0.022564
0.695,,1,1.5,0.023947
0.696,,1,1.5,0.024075
0.697,,1,1.5,0.026954
0.698,,1,1.5,0.026372
0.699,,1,1.5,0.024939
0.7,,1,1.5,0.024556
0.701,,1,1.5,0.023523
0.702,,1,1.5,0.024015
0.703,,1,1.5,0.024276
0.704,,1,1.5,0.02564
0.705,,1,1.5,0.025476
0.706,,1,1.5,0.02577
0.707,,1,1.5,0.025472
0.708,,1,1.5,0.026166
0.709,,1,1.5,0.026125
0.71,,1,1.5,0.026229
0.711,,1,1.5,0.026228
0.712,,1,1.5,0.026296
0.713,,1,1.5,0.025787
0.714,,1,1.5,0.026277
0.715,,1,1.5,0.024507
0.716,,1,1.5,0.024847
0.717,,1,1.5,0.01751
0.718,,1,1.5,0.016092
0.719,,1,1.5,0.014814
0.72,,1,1.5,0.015029
0.721,,1,1.5,0.018379
0.722,,1,1.5,0.023187
0.723,,1,1.5,0.020451
0.724,,1,1.5,0.017762
0.725,,1,1.5,0.016732
0.726,,1,1.5,0.017507
0.727,,1,1.5,0.018864
0.728,,1,1.5,0.016731
0.729,,1,1.5,0.017978
0.73,,1,1.5,0.018999
0.731,,1,1.5,0.017713
0.732,,1,1.5,0.020672
0.733,,1,1.5,0.022616
0.734,,1,1.5,0.023791
0.735,,1,1.5,0.023186
0.736,,1,1.5,0.022779
0.737,,1,1.5,0.022982
0.738,,1,1.5,0.024562
0.739,,1,1.5,0.023515
0.74,,1,1.5,0.024597
0.741,,1,1.5,0.024663
0.742,,1,1.5,0.024685
0.743,,1,1.5,0.025551
0.744,,1,1.5,0.025942
0.745,,1,1.5,0.025591
0.746,,1,1.5,0.026002
0.747,,1,1.5,0.026237
0.748,,1,1.5,0.025934
0.749,,1,1.5,0.025956
0.75,,1,1.5,0.025588
0.751,,1,1.5,0.025533
0.752,,1,1.5,0.026042
0.753,,1,1.5,0.025618
0.754,,1,1.5,0.026145
0.755,,1,1.5,0.026018
0.756,,1,1.5,0.025497
0.757,,1,1.5,0.025731
