PROFILE,WAVLEN_MCRN,TOTAL_RAD,GRND_RFLCT,WATER
MLW,0.442,0.0048578,0.027233,0.5
MLW,0.442,0.0048576,0.027228,1.0
MLW,0.442,0.0048573,0.027223,1.5
MLW,0.442,0.004857,0.027221,2.0
MLW,0.443,0.0048744,0.027592,0.2
MLW,0.443,0.0048737,0.02758,0.5
MLW,0.443,0.0048724,0.027556,1.0
MLW,0.443,0.004871,0.027532,1.5
MLW,0.443,0.0048697,0.02752,2.0
MLW,0.444,0.0047679,0.027269,0.2
MLW,0.444,0.0047677,0.027265,0.5
MLW,0.444,0.0047673,0.027256,1.0
MLW,0.444,0.0047668,0.027248,1.5
MLW,0.444,0.0047664,0.027244,2.0
MLW,0.445,0.0049976,0.02887,0.2
MLW,0.445,0.0049973,0.028863,0.5
MLW,0.445,0.0049967,0.028851,1.0
MLW,0.445,0.004996,0.02884,1.5
MLW,0.445,0.0049955,0.028834,2.0
MLW,0.446,0.0043941,0.025643,0.2
MLW,0.446,0.0043938,0.025637,0.5
MLW,0.446,0.0043932,0.025626,1.0
MLW,0.446,0.0043926,0.025615,1.5
MLW,0.446,0.004392,0.02561,2.0
MLW,0.447,0.0049501,0.029178,0.2
MLW,0.447,0.00495,0.029176,0.5
MLW,0.447,0.0049499,0.029173,1.0
MLW,0.447,0.0049497,0.02917,1.5
MLW,0.447,0.0049496,0.029169,2.0
MLW,0.448,0.0049852,0.029673,0.2
MLW,0.448,0.0049851,0.029673,0.5
MLW,0.448,0.0049851,0.029672,1.0
MLW,0.448,0.004985,0.02967,1.5
MLW,0.448,0.004985,0.02967,2.0
MLW,0.449,0.0049863,0.029976,0.2
MLW,0.449,0.0049863,0.029976,0.5
MLW,0.449,0.0049863,0.029976,1.0
MLW,0.449,0.0049863,0.029976,1.5
MLW,0.449,0.0049863,0.029976,2.0
MLW,0.45,0.0050321,0.030556,0.2
MLW,0.45,0.0050321,0.030556,0.5
MLW,0.45,0.0050321,0.030556,1.0
MLW,0.45,0.0050321,0.030556,1.5
MLW,0.45,0.0050321,0.030556,2.0
MLW,0.451,0.0053951,0.033074,0.2
MLW,0.451,0.0053951,0.033074,0.5
MLW,0.451,0.0053951,0.033074,1.0
MLW,0.451,0.0053951,0.033074,1.5
MLW,0.451,0.0053951,0.033074,2.0
MLW,0.452,0.0049714,0.030774,0.2
MLW,0.452,0.0049714,0.030774,0.5
MLW,0.452,0.0049714,0.030774,1.0
MLW,0.452,0.0049714,0.030774,1.5
MLW,0.452,0.0049714,0.030774,2.0
MLW,0.453,0.0045436,0.028399,0.2
MLW,0.453,0.0045436,0.028399,0.5
MLW,0.453,0.0045436,0.028399,1.0
MLW,0.453,0.0045436,0.028399,1.5
MLW,0.453,0.0045436,0.028399,2.0
MLW,0.454,0.0048363,0.030527,0.2
MLW,0.454,0.0048363,0.030527,0.5
MLW,0.454,0.0048363,0.030527,1.0
MLW,0.454,0.0048363,0.030527,1.5
MLW,0.454,0.0048363,0.030527,2.0
MLW,0.455,0.0048093,0.030647,0.2
MLW,0.455,0.0048093,0.030647,0.5
MLW,0.455,0.0048093,0.030647,1.0
MLW,0.455,0.0048093,0.030647,1.5
MLW,0.455,0.0048093,0.030647,2.0
MLW,0.456,0.0048843,0.031425,0.2
MLW,0.456,0.0048843,0.031425,0.5
MLW,0.456,0.0048843,0.031425,1.0
MLW,0.456,0.0048843,0.031425,1.5
MLW,0.456,0.0048843,0.031425,2.0
MLW,0.457,0.0048856,0.031729,0.2
MLW,0.457,0.0048856,0.031729,0.5
MLW,0.457,0.0048856,0.031729,1.0
MLW,0.457,0.0048856,0.031729,1.5
MLW,0.457,0.0048856,0.031729,2.0
MLW,0.458,0.0047056,0.030844,0.2
MLW,0.458,0.0047056,0.030844,0.5
MLW,0.458,0.0047056,0.030844,1.0
MLW,0.458,0.0047056,0.030844,1.5
MLW,0.458,0.0047056,0.030844,2.0
MLW,0.459,0.0047139,0.031195,0.2
MLW,0.459,0.0047139,0.031195,0.5
MLW,0.459,0.0047139,0.031195,1.0
MLW,0.459,0.0047139,0.031195,1.5
MLW,0.459,0.0047139,0.031195,2.0
MLW,0.46,0.0046031,0.030746,0.2
MLW,0.46,0.0046031,0.030746,0.5
MLW,0.46,0.0046031,0.030746,1.0
MLW,0.46,0.0046031,0.030746,1.5
MLW,0.46,0.0046031,0.030746,2.0
MLW,0.461,0.0047327,0.031909,0.2
MLW,0.461,0.0047327,0.031909,0.5
MLW,0.461,0.0047327,0.031909,1.0
MLW,0.461,0.0047327,0.031909,1.5
MLW,0.461,0.0047327,0.031909,2.0
MLW,0.462,0.0046022,0.031319,0.2
MLW,0.462,0.0046022,0.031319,0.5
MLW,0.462,0.0046022,0.031319,1.0
MLW,0.462,0.0046022,0.031319,1.5
MLW,0.462,0.0046022,0.031319,2.0
MLW,0.463,0.0045595,0.031315,0.2
MLW,0.463,0.0045595,0.031315,0.5
MLW,0.463,0.0045595,0.031315,1.0
MLW,0.463,0.0045595,0.031315,1.5
MLW,0.463,0.0045595,0.031315,2.0
MLW,0.464,0.0045589,0.031604,0.2
MLW,0.464,0.0045589,0.031604,0.5
MLW,0.464,0.0045589,0.031604,1.0
MLW,0.464,0.0045589,0.031604,1.5
MLW,0.464,0.0045589,0.031604,2.0
MLW,0.465,0.0044421,0.031077,0.2
MLW,0.465,0.0044421,0.031077,0.5
MLW,0.465,0.0044421,0.031077,1.0
MLW,0.465,0.0044421,0.031077,1.5
MLW,0.465,0.0044421,0.031077,2.0
MLW,0.466,0.0045326,0.032002,0.2
MLW,0.466,0.0045326,0.032002,0.5
MLW,0.466,0.0045326,0.032002,1.0
MLW,0.466,0.0045326,0.032002,1.5
MLW,0.466,0.0045326,0.032002,2.0
MLW,0.467,0.0043552,0.031028,0.2
MLW,0.467,0.0043552,0.031027,0.5
MLW,0.467,0.0043551,0.031026,1.0
MLW,0.467,0.0043551,0.031025,1.5
MLW,0.467,0.004355,0.031025,2.0
MLW,0.468,0.0045609,0.032785,0.2
MLW,0.468,0.0045608,0.032784,0.5
MLW,0.468,0.0045608,0.032783,1.0
MLW,0.468,0.0045607,0.032781,1.5
MLW,0.468,0.0045606,0.03278,2.0
MLW,0.469,0.0044551,0.032316,0.2
MLW,0.469,0.0044549,0.032314,0.5
MLW,0.469,0.0044548,0.03231,1.0
MLW,0.469,0.0044546,0.032306,1.5
MLW,0.469,0.0044544,0.032305,2.0
MLW,0.47,0.0043747,0.032011,0.2
MLW,0.47,0.0043744,0.032005,0.5
