WAVLEN_MCRN,TOTAL_RAD,GRND_RFLCT,PROFILE,INITIAL_H2O,FINAL_H2O
2.099,4.1901e-06,0.0020995,SAW,1.5,0.44616
2.1,4.3368e-06,0.0022294,SAW,1.5,0.44616
2.101,4.3837e-06,0.0022656,SAW,1.5,0.44616
2.102,4.1343e-06,0.0020676,SAW,1.5,0.44616
2.103,4.3735e-06,0.0022745,SAW,1.5,0.44616
2.104,4.3854e-06,0.0022844,SAW,1.5,0.44616
2.105,4.3666e-06,0.0022677,SAW,1.5,0.44616
2.106,4.3879e-06,0.0022881,SAW,1.5,0.44616
2.107,4.3447e-06,0.002266,SAW,1.5,0.44616
2.108,4.3243e-06,0.0022598,SAW,1.5,0.44616
2.109,4.2647e-06,0.0022295,SAW,1.5,0.44616
2.11,4.1581e-06,0.0021575,SAW,1.5,0.44616
2.111,4.2642e-06,0.0022331,SAW,1.5,0.44616
2.112,4.1203e-06,0.0021174,SAW,1.5,0.44616
2.113,4.2871e-06,0.0022506,SAW,1.5,0.44616
2.114,4.3086e-06,0.0022686,SAW,1.5,0.44616
2.115,4.2764e-06,0.0022502,SAW,1.5,0.44616
2.116,4.203e-06,0.0022096,SAW,1.5,0.44616
2.117,4.1956e-06,0.0022126,SAW,1.5,0.44616
2.118,4.1613e-06,0.0021818,SAW,1.5,0.44616
2.119,4.0206e-06,0.002073,SAW,1.5,0.44616
2.12,4.0922e-06,0.0021382,SAW,1.5,0.44616
2.121,4.1685e-06,0.0022025,SAW,1.5,0.44616
2.122,4.2135e-06,0.002236,SAW,1.5,0.44616
2.123,4.18e-06,0.0022208,SAW,1.5,0.44616
2.124,4.0848e-06,0.0021525,SAW,1.5,0.44616
2.125,4.0439e-06,0.0021205,SAW,1.5,0.44616
2.126,4.1734e-06,0.0022241,SAW,1.5,0.44616
2.127,4.1143e-06,0.002183,SAW,1.5,0.44616
2.128,3.9417e-06,0.0020401,SAW,1.5,0.44616
2.129,4.1652e-06,0.0022262,SAW,1.5,0.44616
2.13,4.1617e-06,0.0022272,SAW,1.5,0.44616
2.131,4.1601e-06,0.0022287,SAW,1.5,0.44616
2.132,4.155e-06,0.0022281,SAW,1.5,0.44616
2.133,4.1421e-06,0.0022233,SAW,1.5,0.44616
2.134,4.1306e-06,0.0022193,SAW,1.5,0.44616
2.135,4.0773e-06,0.0021925,SAW,1.5,0.44616
2.136,3.9752e-06,0.0021212,SAW,1.5,0.44616
2.137,4.0606e-06,0.0021874,SAW,1.5,0.44616
2.138,4.0897e-06,0.0022054,SAW,1.5,0.44616
2.139,4.0677e-06,0.0021942,SAW,1.5,0.44616
2.14,4.0635e-06,0.0021954,SAW,1.5,0.44616
2.141,4.062e-06,0.0021972,SAW,1.5,0.44616
2.142,4.0401e-06,0.002187,SAW,1.5,0.44616
2.143,4.0123e-06,0.0021738,SAW,1.5,0.44616
2.144,4.0049e-06,0.0021717,SAW,1.5,0.44616
2.145,3.9833e-06,0.0021618,SAW,1.5,0.44616
2.146,3.9572e-06,0.0021494,SAW,1.5,0.44616
2.147,3.9482e-06,0.0021467,SAW,1.5,0.44616
2.148,3.9393e-06,0.0021396,SAW,1.5,0.44616
2.149,3.916e-06,0.0021312,SAW,1.5,0.44616
2.15,3.8757e-06,0.0021021,SAW,1.5,0.44616
2.151,3.8093e-06,0.0020497,SAW,1.5,0.44616
2.152,3.7013e-06,0.0019715,SAW,1.5,0.44616
2.153,3.7467e-06,0.002011,SAW,1.5,0.44616
2.154,3.8098e-06,0.0020662,SAW,1.5,0.44616
2.155,3.7993e-06,0.002072,SAW,1.5,0.44616
2.156,3.8488e-06,0.002107,SAW,1.5,0.44616
2.157,3.8406e-06,0.0021067,SAW,1.5,0.44616
2.158,3.8312e-06,0.0021015,SAW,1.5,0.44616
2.159,3.7244e-06,0.0020191,SAW,1.5,0.44616
2.16,3.7505e-06,0.0020494,SAW,1.5,0.44616
2.161,3.6243e-06,0.0019803,SAW,1.5,0.44616
2.162,3.7311e-06,0.0020536,SAW,1.5,0.44616
2.163,3.545e-06,0.0019054,SAW,1.5,0.44616
2.164,3.4497e-06,0.0018427,SAW,1.5,0.44616
2.165,3.479e-06,0.0019217,SAW,1.5,0.44616
2.166,3.3484e-06,0.0018479,SAW,1.5,0.44616
2.167,3.2923e-06,0.0018099,SAW,1.5,0.44616
2.168,3.5398e-06,0.001956,SAW,1.5,0.44616
2.169,3.4465e-06,0.0018544,SAW,1.5,0.44616
2.17,3.6426e-06,0.0020205,SAW,1.5,0.44616
2.171,3.6819e-06,0.0020473,SAW,1.5,0.44616
2.172,3.6063e-06,0.0020005,SAW,1.5,0.44616
2.173,3.5431e-06,0.0019588,SAW,1.5,0.44616
2.174,3.5634e-06,0.0019537,SAW,1.5,0.44616
2.175,3.5988e-06,0.0019909,SAW,1.5,0.44616
2.176,3.5189e-06,0.0019261,SAW,1.5,0.44616
2.177,3.6332e-06,0.0020289,SAW,1.5,0.44616
2.178,3.5056e-06,0.0019552,SAW,1.5,0.44616
2.179,3.3667e-06,0.0018447,SAW,1.5,0.44616
2.18,3.603e-06,0.0020147,SAW,1.5,0.44616
2.181,3.6375e-06,0.0020407,SAW,1.5,0.44616
2.182,3.5938e-06,0.0020175,SAW,1.5,0.44616
2.183,3.339e-06,0.0018099,SAW,1.5,0.44616
2.184,3.4021e-06,0.0018768,SAW,1.5,0.44616
2.185,3.2575e-06,0.0017272,SAW,1.5,0.44616
2.186,3.5976e-06,0.0020252,SAW,1.5,0.44616
2.187,3.5163e-06,0.0019651,SAW,1.5,0.44616
2.188,3.3537e-06,0.0018487,SAW,1.5,0.44616
2.189,3.469e-06,0.001958,SAW,1.5,0.44616
2.19,3.444e-06,0.0019346,SAW,1.5,0.44616
2.191,3.478e-06,0.0019494,SAW,1.5,0.44616
2.192,3.5538e-06,0.0020144,SAW,1.5,0.44616
2.193,3.5411e-06,0.0020089,SAW,1.5,0.44616
2.194,3.4591e-06,0.0019433,SAW,1.5,0.44616
2.195,3.3183e-06,0.001839,SAW,1.5,0.44616
2.196,3.4796e-06,0.0019723,SAW,1.5,0.44616
2.197,3.4417e-06,0.0019456,SAW,1.5,0.44616
2.198,3.2143e-06,0.0017498,SAW,1.5,0.44616
2.199,3.2349e-06,0.0018005,SAW,1.5,0.44616
2.2,2.7576e-06,0.0014886,SAW,1.5,0.44616
2.201,3.1446e-06,0.0017604,SAW,1.5,0.44616
2.202,3.1135e-06,0.001743,SAW,1.5,0.44616
2.203,3.239e-06,0.0018322,SAW,1.5,0.44616
2.204,3.2976e-06,0.0018598,SAW,1.5,0.44616
2.205,3.0602e-06,0.001685,SAW,1.5,0.44616
2.206,3.2385e-06,0.0018461,SAW,1.5,0.44616
2.207,3.2422e-06,0.0018449,SAW,1.5,0.44616
2.208,3.2911e-06,0.0018836,SAW,1.5,0.44616
2.209,3.3505e-06,0.0019269,SAW,1.5,0.44616
2.21,3.3455e-06,0.0019212,SAW,1.5,0.44616
2.211,3.3061e-06,0.0018996,SAW,1.5,0.44616
