WAVLEN_MCRN,TOTAL_RAD,GRND_RFLCT,PROFILE,INITIAL_H2O,FINAL_H2O
0.53,0.0026326,0.030696,MLS,0.5,0.88814
0.531,0.002841,0.033358,MLS,0.5,0.88814
0.532,0.0026957,0.031876,MLS,0.5,0.88814
0.533,0.0023732,0.028256,MLS,0.5,0.88814
0.534,0.0025224,0.030242,MLS,0.5,0.88814
0.535,0.0025862,0.03122,MLS,0.5,0.88814
0.536,0.0027048,0.032873,MLS,0.5,0.88814
0.537,0.0024906,0.030477,MLS,0.5,0.88814
0.538,0.002625,0.032335,MLS,0.5,0.88814
0.539,0.0025665,0.031823,MLS,0.5,0.88814
0.54,0.0024806,0.030942,MLS,0.5,0.88814
0.541,0.002286,0.028649,MLS,0.5,0.88814
0.542,0.0025048,0.031596,MLS,0.5,0.88814
0.543,0.0024012,0.030551,MLS,0.5,0.88814
0.544,0.0024991,0.031965,MLS,0.5,0.88814
0.545,0.0024517,0.031586,MLS,0.5,0.88814
0.546,0.0023898,0.030945,MLS,0.5,0.88814
0.547,0.0024462,0.031933,MLS,0.5,0.88814
0.548,0.0022795,0.029975,MLS,0.5,0.88814
0.549,0.0023685,0.031358,MLS,0.5,0.88814
0.55,0.0023172,0.030885,MLS,0.5,0.88814
0.551,0.0022918,0.030762,MLS,0.5,0.88814
0.552,0.0023614,0.03192,MLS,0.5,0.88814
0.553,0.002261,0.03077,MLS,0.5,0.88814
0.554,0.0023194,0.031784,MLS,0.5,0.88814
0.555,0.0023014,0.031751,MLS,0.5,0.88814
0.556,0.0022291,0.030959,MLS,0.5,0.88814
0.557,0.0021755,0.030417,MLS,0.5,0.88814
0.558,0.0022087,0.031089,MLS,0.5,0.88814
0.559,0.0020821,0.029503,MLS,0.5,0.88814
0.56,0.0020899,0.029807,MLS,0.5,0.88814
0.561,0.0022595,0.032442,MLS,0.5,0.88814
0.562,0.0020657,0.029854,MLS,0.5,0.88814
0.563,0.0021497,0.03127,MLS,0.5,0.88814
0.564,0.0021014,0.030765,MLS,0.5,0.88814
0.565,0.002119,0.031226,MLS,0.5,0.88814
0.566,0.00194,0.028771,MLS,0.5,0.88814
0.567,0.0020695,0.030884,MLS,0.5,0.88814
0.568,0.0020567,0.030832,MLS,0.5,0.88814
0.569,0.0020086,0.030129,MLS,0.5,0.88814
0.57,0.0020035,0.030329,MLS,0.5,0.88814
0.571,0.0019234,0.029418,MLS,0.5,0.88814
0.572,0.0020235,0.031059,MLS,0.5,0.88814
0.573,0.0020341,0.031441,MLS,0.5,0.88814
0.574,0.0020113,0.031305,MLS,0.5,0.88814
0.575,0.0019543,0.030604,MLS,0.5,0.88814
0.576,0.0019176,0.030245,MLS,0.5,0.88814
0.577,0.0019703,0.031287,MLS,0.5,0.88814
0.578,0.0019102,0.030558,MLS,0.5,0.88814
0.579,0.0018835,0.030339,MLS,0.5,0.88814
0.58,0.0019331,0.031337,MLS,0.5,0.88814
0.581,0.001891,0.030853,MLS,0.5,0.88814
0.582,0.0019039,0.031253,MLS,0.5,0.88814
0.583,0.001909,0.031531,MLS,0.5,0.88814
0.584,0.0018927,0.031446,MLS,0.5,0.88814
0.585,0.0018627,0.031133,MLS,0.5,0.88814
0.586,0.0017813,0.029925,MLS,0.5,0.88814
