Frequency (CM-1),Wavelength (Mm),Solar Irradiance (W CM-2 CM-1),Solar Irradiance (W M-2  uM-1)
42855.0,0.2333450005833625,1.19939e-08,22.0274093387475
42854.0,0.2333504456993513,1.08718e-08,19.9656836224888
42853.0,0.23335589106947005,1.03489e-08,19.004508935580102
42852.0,0.23336133669373657,1.00086e-08,18.3787311675744
42851.0,0.23336678257216867,9.94253e-09,18.256555124688532
42850.0,0.23337222870478413,1.07436e-08,19.726565691
42849.0,0.23337767509160073,1.27434e-08,23.3973513698634
42848.0,0.23338312173263628,1.52692e-08,28.0335045971968
42847.0,0.2333885686279086,1.81779e-08,33.3721778182611
42846.0,0.23339401577743546,2.07514e-08,38.0949991986024
42845.0,0.2333994631812347,2.29952e-08,42.21215124368
42844.0,0.23340491083932405,2.35421e-08,43.2140750069456
42843.0,0.2334103587517214,2.37688e-08,43.628170739551194
42842.0,0.23341580691844452,2.44085e-08,44.800263135794
42841.0,0.23342125533951122,2.54324e-08,46.6773879189044
42840.0,0.2334267040149393,2.73165e-08,50.1330327624
42839.0,0.23343215294474662,2.82691e-08,51.8788847047411
42838.0,0.23343760212895093,2.77741e-08,50.9680910422804
42837.0,0.2334430515675701,2.78339e-08,51.0754450086891
42836.0,0.23344850126062192,2.83796e-08,52.074377819321604
42835.0,0.2334539512081242,2.96527e-08,54.4078777817575
42834.0,0.23345940141009477,3.11872e-08,57.2207637272832
42833.0,0.2334648518665515,3.21203e-08,58.93001875444671
42832.0,0.23347030257751214,3.26415e-08,59.883450381696
42831.0,0.23347575354299455,3.19145e-08,58.54697666703449
42830.0,0.23348120476301656,3.07509e-08,56.40972464301001
42829.0,0.233486656237596,2.88718e-08,52.9602137495038
42828.0,0.2334921079667507,2.82403e-08,51.7994196434352
42827.0,0.2334975599504985,2.95638e-08,54.2245007985702
42826.0,0.23350301218885725,2.95963e-08,54.2815757243788
42825.0,0.23350846468184472,2.84862e-08,52.243138879875
42824.0,0.2335139174294788,2.58768e-08,47.4553335149568
42823.0,0.2335193704317773,2.26611e-08,41.5561365854019
42822.0,0.23352482368875813,2.02255e-08,37.087978370742
42821.0,0.23353027720043903,1.84257e-08,33.7860644520537
42820.0,0.23353573096683794,1.87344e-08,34.35050408256
42819.0,0.23354118498797263,1.93106e-08,35.4053432349666
42818.0,0.233546639263861,1.98274e-08,36.3511808979976
42817.0,0.23355209379452085,2.03837e-08,37.3693452591293
42816.0,0.2335575485799701,2.10172e-08,38.5289381855232
42815.0,0.23356300362022656,2.39426e-08,43.889760069485
42814.0,0.23356845891530809,2.8742e-08,52.685195326232
42813.0,0.2335739144652325,3.28907e-08,60.287106217488294
42812.0,0.23357937027001774,3.6212e-08,66.371792260928
42811.0,0.2335848263296816,3.42969e-08,62.8587314069649
42810.0,0.233590282644242,3.15221e-08,57.770429733810005
42809.0,0.23359573921371674,3.11902e-08,57.1594874244862
42808.0,0.2336011960381237,3.32339e-08,60.901948077689596
42807.0,0.23360665311748077,4.08007e-08,74.7648040666743
42806.0,0.23361211045180583,4.66942e-08,85.5602871501112
42805.0,0.2336175680411167,4.95371e-08,90.7652443812275
42804.0,0.23362302588543127,4.83597e-08,88.60379198303521
42803.0,0.23362848398476743,4.39591e-08,80.53732683651191
42802.0,0.23363394233914303,4.0317e-08,73.861195711668
42801.0,0.23363940094857596,3.7311e-08,68.350976098911
42800.0,0.2336448598130841,3.71329e-08,68.021531536
42799.0,0.23365031893268534,3.82521e-08,70.06845252249211
42798.0,0.23365577830739753,4.2133e-08,77.173701718932
42797.0,0.2336612379372386,4.44459e-08,81.4063641488931
42796.0,0.23366669782222638,4.16682e-08,76.3152089630112
42795.0,0.23367215796237878,3.90515e-08,71.51938669428749
42794.0,0.2336776183577137,3.70935e-08,67.930307153766
42793.0,0.233683079008249,3.59826e-08,65.8928069732274
42792.0,0.23368853991400262,3.54854e-08,64.97927700514559
42791.0,0.2336940010749924,3.39355e-08,62.1382651595755
42790.0,0.23369946249123627,3.19371e-08,58.476322300110006
42789.0,0.2337049241627521,3.00712e-08,55.057315604695205
42788.0,0.23371038608955783,2.85122e-08,52.200504821916795
42787.0,0.2337158482716713,2.82014e-08,51.6290748241166
42786.0,0.23372131070911045,2.82441e-08,51.7048299504036
42785.0,0.23372677340189318,2.87831e-08,52.689082879797496
42784.0,0.2337322363500374,2.83118e-08,51.8239191185408
42783.0,0.233737699553561,2.63986e-08,48.3196038104754
42782.0,0.23374316301248188,2.56895e-08,47.019479621798
42781.0,0.23374862672681798,2.5902e-08,47.406202017822
42780.0,0.2337540906965872,2.6406e-08,48.3263705304
42779.0,0.23375955492180742,2.68998e-08,49.227786414331796
42778.0,0.2337650194024966,2.62977e-08,48.123667667446796
42777.0,0.23377048413867266,2.49798e-08,45.7098298160742
42776.0,0.23377594913035346,2.16644e-08,39.6412196313344
42775.0,0.23378141437755698,1.84582e-08,33.772980076375
42774.0,0.2337868798803011,1.60599e-08,29.3834351590524
42773.0,0.2337923456386038,1.51848e-08,27.781039991959197
42772.0,0.23379781165248292,1.62433e-08,29.716207465307203
42771.0,0.23380327792195646,1.73856e-08,31.8044941118496
42770.0,0.23380874444704233,1.84671e-08,33.78136557159
42769.0,0.23381421122775842,1.74938e-08,31.9994378558618
42768.0,0.2338196782641227,1.58999e-08,29.0825360914176
42767.0,0.2338251455561531,1.5599e-08,28.530825092110998
42766.0,0.23383061310386755,1.58206e-08,28.934781918373602
42765.0,0.233836080907284,1.70148e-08,31.117435734329998
42764.0,0.23384154896642034,1.72457e-08,31.538241089307203
42763.0,0.2338470172812946,1.518e-08,27.75927388542
42762.0,0.2338524858519246,1.31996e-08,24.1366386653424
42761.0,0.23385795467832837,1.14382e-08,20.9147843986222
42760.0,0.23386342376052385,1.11042e-08,20.30311471392
42759.0,0.23386889309852896,1.16667e-08,21.3306018894027
42758.0,0.23387436269236167,1.21591e-08,22.2298327963324
42757.0,0.2338798325420399,1.26967e-08,23.2116123908383
42756.0,0.23388530264758162,1.37031e-08,25.0503018773616
42755.0,0.2338907730090048,1.47556e-08,26.97308961289
42754.0,0.23389624362632735,1.56561e-08,28.6178558929476
42753.0,0.2339017144995673,1.59411e-08,29.137445604369898
42752.0,0.23390718562874252,1.50574e-08,27.520914463129596
42751.0,0.233912657013871,1.40945e-08,25.7597847500945
42750.0,0.23391812865497075,1.31064e-08,23.95276515
42749.0,0.23392360055205969,1.32487e-08,24.2116945431487
42748.0,0.2339290727051558,1.40495e-08,25.673936935447998
42747.0,0.23393454511427703,1.51722e-08,27.724252229749798
42746.0,0.23394001777944134,1.64728e-08,30.0994381159648
42745.0,0.23394549070066675,1.82309e-08,33.3103159272725
42744.0,0.23395096387797118,1.9733e-08,36.053168493887995
42743.0,0.2339564373113726,2.01998e-08,36.9043083969902
42742.0,0.23396191100088906,2.01744e-08,36.8561789015616
42741.0,0.23396738494653846,1.94292e-08,35.493128129365196
42740.0,0.2339728591483388,1.92462e-08,35.15717981112
42739.0,0.23397833360630804,1.95965e-08,35.7954003941765
42738.0,0.23398380832046423,2.00819e-08,36.680326231143596
42737.0,0.23398928329082527,2.06012e-08,37.627085822802805
42736.0,0.23399475851740922,2.07698e-08,37.9332502327808
42735.0,0.234000234000234,2.05245e-08,37.4834884780125
42734.0,0.23400570973931764,1.86889e-08,34.1295711754084
42733.0,0.2340111857346781,1.70649e-08,31.162372405856097
42732.0,0.23401666198633342,1.66236e-08,30.355089640646398
42731.0,0.23402213849430156,1.63511e-08,29.856100734547102
42730.0,0.23402761525860052,1.6231e-08,29.635418419900002
42729.0,0.2340330922792483,1.6275e-08,29.714365102274996
42728.0,0.23403856955626287,1.65094e-08,30.140914146649603
42727.0,0.23404404708966228,1.82087e-08,33.241739517602305
42726.0,0.23404952487946448,2.05521e-08,37.5180861850596
42725.0,0.23405500292568754,2.30336e-08,42.046123676
42724.0,0.2340604812283494,2.52636e-08,46.114664070393594
42723.0,0.2340659597874681,2.62894e-08,47.9848516725726
42722.0,0.23407143860306165,2.68894e-08,49.0777069451896
42721.0,0.23407691767514804,2.68173e-08,48.9438208892493
42720.0,0.2340823970037453,2.67912e-08,48.89389713408
42719.0,0.23408787658887145,2.68483e-08,48.9958106508163
42718.0,0.2340933564305445,2.58781e-08,47.2230691488244
42717.0,0.23409883652878244,2.4321e-08,44.379552346569
42716.0,0.23410431688360334,2.4263e-08,44.271644444528
42715.0,0.23410979749502517,2.47043e-08,45.0747549137675
42714.0,0.23411527836306598,2.48234e-08,45.2899407084264
42713.0,0.23412075948774377,2.51872e-08,45.9515369740768
42712.0,0.2341262408690766,2.66341e-08,48.5889866499904
42711.0,0.23413172250708247,2.71072e-08,49.4497544716512
42710.0,0.23413720440177943,2.54684e-08,46.458031596439994
42709.0,0.23414268655318551,2.41788e-08,44.1035500361628
42708.0,0.2341481689613187,2.3354e-08,42.597071607455995
42707.0,0.2341536516261971,2.41474e-08,44.0421494449426
42706.0,0.2341591345478387,2.56532e-08,46.7863686511952
42705.0,0.23416461772626157,2.50886e-08,45.754506953414996
42704.0,0.2341701011614837,2.40035e-08,43.773541494656
42703.0,0.23417558485352316,2.35115e-08,42.874306692903495
42702.0,0.234181068802398,2.29141e-08,41.7829632089364
42701.0,0.23418655300812627,2.17364e-08,39.633617066296395
42700.0,0.234192037470726,2.2607e-08,41.21911703
42699.0,0.23419752219021522,2.68243e-08,48.9061871786043
42698.0,0.23420300716661202,3.07359e-08,56.0352095422236
42697.0,0.2342084923999344,3.42846e-08,62.501984928041395
42696.0,0.2342139778902005,3.61686e-08,65.9334920789376
42695.0,0.23421946363742827,3.70349e-08,67.5095498445725
42694.0,0.23422494964163582,3.54665e-08,64.647543027194
42693.0,0.2342304359028412,3.39592e-08,61.89717062224079
42692.0,0.2342359224210625,3.52807e-08,64.3028459867248
42691.0,0.23424140919631772,3.66517e-08,66.7985105651677
42690.0,0.23424689622862496,3.7336e-08,68.04247422959999
42689.0,0.2342523835180023,3.64137e-08,66.3585324492777
42688.0,0.23425787106446777,3.34902e-08,61.028030823628804
42687.0,0.23426335886803945,3.19512e-08,58.220836625512796
42686.0,0.23426884692873542,3.1395e-08,57.204659841419996
42685.0,0.23427433524657373,3.19293e-08,58.175479147792494
42684.0,0.23427982382157247,3.243e-08,59.08499065008
42683.0,0.23428531265374974,3.00665e-08,54.7763069295185
42682.0,0.23429080174312356,2.72874e-08,49.7109061958376
42681.0,0.23429629108971206,2.49531e-08,45.4562578070091
42680.0,0.23430178069353327,2.413e-08,43.954783311999996
42679.0,0.23430727055460532,2.60869e-08,47.5172111588629
42678.0,0.23431276067294624,2.63844e-08,48.0568544353296
42677.0,0.23431825104857418,2.4977e-08,45.491267719433
42676.0,0.23432374168150716,2.35857e-08,42.9552432876432
42675.0,0.23432923257176333,2.23024e-08,40.616141211
42674.0,0.23433472371936073,2.2123e-08,40.287537715948
42673.0,0.2343402151243175,2.20827e-08,40.212263891628304
42672.0,0.23434570678665168,2.11571e-08,38.5249545886464
42671.0,0.23435119870638138,2.01264e-08,36.6464357400624
42670.0,0.23435669088352473,1.91567e-08,34.87915731863
42669.0,0.2343621833180998,1.80262e-08,32.8192849592982
42668.0,0.23436767601012468,1.66571e-08,30.3252203929904
42667.0,0.2343731689596175,1.55377e-08,28.2859616074153
42666.0,0.23437866216659636,1.46355e-08,26.642282075838
42665.0,0.23438415563107934,1.43293e-08,26.0836566726925
42664.0,0.23438964935308457,1.41662e-08,25.7855565921152
42663.0,0.23439514333263015,1.32403e-08,24.0990880130307
42662.0,0.2344006375697342,1.22116e-08,22.2256767132304
42661.0,0.2344061320644148,1.14159e-08,20.776491878043903
42660.0,0.23441162681669012,1.04916e-08,19.09340684496
42659.0,0.2344171218265782,9.25089e-09,16.83467971260009
42658.0,0.23442261709409723,8.68826e-09,15.81006985052264
42657.0,0.2344281126192653,8.8722e-09,16.144029449857797
42656.0,0.23443360840210054,8.87754e-09,16.15298884921344
42655.0,0.23443910444262103,8.84055e-09,16.08493007796375
42654.0,0.23444460074084494,9.55568e-09,17.38525747370688
42653.0,0.23445009729679037,1.04486e-08,19.008912384277398
42652.0,0.23445559411047548,1.10472e-08,20.0969900585088
42651.0,0.23446109118191835,1.15407e-08,20.9937773990007
42650.0,0.23446658851113716,1.18616e-08,21.576517286
42649.0,0.23447208609815,1.22531e-08,22.287619417573097
42648.0,0.23447758394297505,1.27692e-08,23.2252837325568
42647.0,0.2344830820456304,1.27513e-08,23.1916386613417
42646.0,0.2344885804061342,1.23131e-08,22.3936049120396
42645.0,0.23449407902450464,1.1969e-08,21.766775823225
42644.0,0.2344995779007598,1.17671e-08,21.3985976815856
42643.0,0.2345050770349178,1.24097e-08,22.5661142944553
42642.0,0.23451057642699685,1.34108e-08,24.3853962713712
42641.0,0.23451607607701508,1.50854e-08,27.4291021818374
42640.0,0.23452157598499063,1.65415e-08,30.0752524384
42639.0,0.23452707615094162,1.73721e-08,31.5839426328441
42638.0,0.23453257657488624,1.85062e-08,33.644253908072805
42637.0,0.23453807725684264,2.00127e-08,36.3813628848663
42636.0,0.23454357819682897,2.18422e-08,39.7053735753312
42635.0,0.23454907939486339,2.36753e-08,43.0356161748425
42634.0,0.234554580850964,2.31779e-08,42.129494338372396
42633.0,0.23456008256514907,2.18506e-08,39.7150537982634
42632.0,0.23456558453743667,1.99389e-08,36.2386999983936
42631.0,0.234571086767845,1.86277e-08,33.8540222344597
42630.0,0.23457658925639222,1.93512e-08,35.16726279528
42629.0,0.2345820920030965,1.93219e-08,35.112368044237904
42628.0,0.234587595007976,1.79018e-08,32.5301911370912
42627.0,0.23459309827104888,1.56013e-08,28.3485157918677
42626.0,0.23459860179233333,1.26953e-08,23.0670538385828
42625.0,0.23460410557184752,1.147e-08,20.83973546875
42624.0,0.2346096096096096,1.10018e-08,19.9881293856768
42623.0,0.2346151139056378,1.097e-08,19.92941981513
42622.0,0.23462061845995025,1.13753e-08,20.6647667959652
42621.0,0.23462612327256516,1.31111e-08,23.8169639981151
42620.0,0.2346316283435007,1.5188e-08,27.5884613072
42619.0,0.23463713367277506,1.76969e-08,32.1442803743009
42618.0,0.2346426392604064,1.90969e-08,34.6855834372356
42617.0,0.23464814510641294,1.92925e-08,35.0392061325325
42616.0,0.23465365121081283,1.96128e-08,35.6192661178368
42615.0,0.23465915757362432,1.99782e-08,36.281174866695
42614.0,0.23466466419486554,2.0048e-08,36.406225663807994
42613.0,0.2346701710745547,2.00758e-08,36.4549981568902
42612.0,0.23467567821271004,2.03413e-08,36.9353774622672
42611.0,0.2346811856093497,2.06295e-08,37.4569278835695
42610.0,0.2346866932644919,2.08835e-08,37.91633529035
42609.0,0.23469220117815484,2.07039e-08,37.5884869915359
42608.0,0.23469770935035675,1.99e-08,36.1272891136
42607.0,0.23470321778111577,2.01598e-08,36.597222940550196
42606.0,0.23470872647045016,2.11118e-08,38.3236432801848
42605.0,0.23471423541837813,2.0521e-08,37.249432419025
42604.0,0.23471974462491785,1.91832e-08,34.8194419734912
42603.0,0.23472525409008754,1.67524e-08,30.405867488211598
42602.0,0.23473076381390545,1.52097e-08,27.604546965718797
42601.0,0.23473627379638975,1.75777e-08,31.900804489617702
42600.0,0.2347417840375587,2.08396e-08,37.818872496000004
42599.0,0.23474729453743046,2.51209e-08,45.5862642084409
42598.0,0.2347528052960233,2.78688e-08,50.5704347559552
42597.0,0.2347583163133554,2.90267e-08,52.6690751287203
42596.0,0.23476382758944503,2.76464e-08,50.1621594132224
42595.0,0.23476933912431036,2.51147e-08,45.5664547376675
42594.0,0.23477485091796968,2.36134e-08,42.8405834640024
42593.0,0.23478036297044116,2.29827e-08,41.6943788958723
42592.0,0.23478587528174305,2.51061e-08,45.5444353250304
42591.0,0.2347913878518936,2.68969e-08,48.790795879728904
42590.0,0.23479690068091102,2.70476e-08,49.06186072556
42589.0,0.23480241376881356,2.45518e-08,44.5326175918078
42588.0,0.23480792711561943,1.88286e-08,34.150142486678405
42587.0,0.23481344072134688,1.42752e-08,25.890253152988798
42586.0,0.23481895458601418,1.07346e-08,19.4679205691016
42585.0,0.23482446870963955,1.1091e-08,20.113331357475
42584.0,0.2348299830922412,1.29249e-08,23.437975609094398
42583.0,0.23483549773383744,1.57834e-08,28.620226868842604
42582.0,0.23484101263444648,1.81917e-08,32.9856765949908
42581.0,0.23484652779408657,1.86981e-08,33.9023022217341
42580.0,0.23485204321277595,1.80039e-08,32.642086119960005
42579.0,0.2348575588905329,1.56058e-08,28.2928665927978
42578.0,0.23486307482737565,1.4166e-08,25.681344265944
42577.0,0.23486859102332244,1.35337e-08,24.5339039328073
42576.0,0.23487410747839157,1.32498e-08,24.018121488844802
42575.0,0.2348796241926013,1.30725e-08,23.6956138453125
42574.0,0.23488514116596984,1.25862e-08,22.8130598700312
42573.0,0.2348906583985155,1.20241e-08,21.793204241928898
42572.0,0.23489617589025652,1.14326e-08,20.720160528598402
42571.0,0.23490169364121116,1.10521e-08,20.0296107621361
42570.0,0.2349072116513977,1.10993e-08,20.11420584657
42569.0,0.23491272992083442,1.17485e-08,21.2896890121085
42568.0,0.23491824844953957,1.30017e-08,23.5595305708608
42567.0,0.23492376723753142,1.4142e-08,25.624589673438
42566.0,0.23492928628482826,1.51311e-08,27.4155007570716
42565.0,0.2349348055914484,1.51504e-08,27.449179970439996
42564.0,0.23494032515741,1.49871e-08,27.152040586161597
42563.0,0.23494584498273147,1.5207e-08,27.549137591582998
42562.0,0.23495136506743103,1.59823e-08,28.9523175319612
42561.0,0.23495688541152698,1.79979e-08,32.6020929566859
42560.0,0.2349624060150376,2.00251e-08,36.272536975360005
42559.0,0.23496792687798115,2.19931e-08,39.835408829481096
42558.0,0.23497344800037595,2.41804e-08,43.7951382148656
42557.0,0.23497896938224028,2.63156e-08,47.6601370813844
42556.0,0.23498449102359245,2.56896e-08,46.5242030585856
42555.0,0.2349900129244507,2.42965e-08,43.9992127594125
42554.0,0.2349955350848334,2.37971e-08,43.0928099563436
42553.0,0.23500105750475878,2.36247e-08,42.7786100102823
42552.0,0.23500658018424517,2.39818e-08,43.4231906527872
42551.0,0.23501210312331086,2.46248e-08,44.5853575571048
42550.0,0.23501762632197415,2.56561e-08,46.45043319025
42549.0,0.23502314978025335,2.71181e-08,49.0950801220581
42548.0,0.23502867349816678,2.88081e-08,52.152234046862404
42547.0,0.23503419747573273,2.85556e-08,51.6926952013204
42546.0,0.2350397217129695,2.77054e-08,50.1512654886264
42545.0,0.2350452462098954,2.81072e-08,50.87619695708
42544.0,0.23505077096652877,2.91802e-08,52.8159266908672
42543.0,0.2350562959828879,3.17127e-08,57.39703293028229
42542.0,0.2350618212589911,3.32934e-08,60.2551199175576
42541.0,0.23506734679485672,3.28578e-08,59.4639659169618
42540.0,0.23507287259050305,3.34015e-08,60.445077917400006
42539.0,0.23507839864594843,3.49208e-08,63.1915105665368
42538.0,0.23508392496121117,3.69817e-08,66.9176999175748
42537.0,0.23508945153630956,3.89581e-08,70.49064468313891
42536.0,0.235094978371262,3.78513e-08,68.48478465828481
42535.0,0.23510050546608674,3.57172e-08,64.62049492356999
42534.0,0.23510603282080217,3.23844e-08,58.587950852366404
42533.0,0.2351115604354266,2.8638e-08,51.807748276782
42532.0,0.23511708830997838,2.42863e-08,43.9332129801712
42531.0,0.2351226164444758,2.25492e-08,40.7889313117812
42530.0,0.2351281448389372,2.37356e-08,42.93297464204
42529.0,0.235133673493381,2.51707e-08,45.526643819058705
42528.0,0.23513920240782543,2.66904e-08,48.2730790772736
42527.0,0.2351447315822889,2.76621e-08,50.0281728101709
42526.0,0.23515026101678974,2.84105e-08,51.379272035498005
42525.0,0.23515579071134626,2.88336e-08,52.141979421
42524.0,0.23516132066597686,2.99408e-08,54.1416664779008
42523.0,0.23516685088069986,3.289e-08,59.47187984881
42522.0,0.23517238135553362,3.46309e-08,62.616839669355606
42521.0,0.23517791209049646,3.4638e-08,62.626731605358
42520.0,0.23518344308560676,3.18013e-08,57.49517305552
42519.0,0.2351889743408829,2.72845e-08,49.3267024422045
42518.0,0.2351945058563432,2.43479e-08,44.015654550719596
42517.0,0.23520003763200603,2.24217e-08,40.5316014613713
42516.0,0.23520556966788975,2.33115e-08,42.138106482744
42515.0,0.2352111019640127,2.58741e-08,46.7680884241725
42514.0,0.2352166345203933,3.19656e-08,57.775910329257606
42513.0,0.23522216733704984,3.65074e-08,65.9818380967506
42512.0,0.23522770041400076,3.83655e-08,69.336822709632
42511.0,0.23523323375126437,3.82617e-08,69.1459749441657
42510.0,0.2352387673488591,3.67456e-08,66.40297743456
42509.0,0.23524430120680326,3.50399e-08,63.31762773673191
42508.0,0.2352498353251153,3.28971e-08,59.4427590084144
42507.0,0.2352553697038135,2.82913e-08,51.1179953347737
42506.0,0.2352609043429163,2.52384e-08,45.5997324925824
42505.0,0.23526643924244206,2.87574e-08,51.955276363935
42504.0,0.23527197440240918,3.3874e-08,61.19643020198401
42503.0,0.23527750982283605,4.07806e-08,73.6703581700254
42502.0,0.235283045503741,4.26088e-08,76.9693886664352
42501.0,0.23528858144514248,4.01024e-08,72.4383687441024
42500.0,0.23529411764705882,3.53942e-08,63.93077374999999
42499.0,0.23529965410950845,3.01647e-08,54.482425405664706
42498.0,0.23530519083250975,2.79922e-08,50.556152687968805
42497.0,0.23531072781608114,2.74815e-08,49.6314518398335
42496.0,0.23531626506024098,3.06212e-08,55.299131781939195
42495.0,0.23532180256500765,3.46705e-08,62.608856529262496
42494.0,0.2353273403303996,3.97898e-08,71.85003488443279
42493.0,0.23533287835643518,4.42285e-08,79.86141433469649
42492.0,0.23533841664313282,4.79168e-08,86.5171396426752
42491.0,0.23534395519051093,4.89955e-08,88.46064428613549
42490.0,0.2353494939985879,4.8201e-08,87.02209022010001
42489.0,0.23535503306738215,4.14538e-08,74.83717196290979
42488.0,0.23536057239691208,3.47692e-08,62.766407922764806
42487.0,0.2353661119871961,3.41455e-08,61.6375843680895
42486.0,0.2353716518382526,3.69267e-08,66.6549163396332
42485.0,0.23537719195010004,4.53739e-08,81.8987653616275
42484.0,0.2353827323227568,5.13425e-08,92.66757796867999
42483.0,0.23538827295624132,5.43896e-08,98.1626377465944
42482.0,0.235393813850572,5.04818e-08,91.1055304521032
42481.0,0.23539935500576728,4.28548e-08,77.3372874685828
42480.0,0.23540489642184556,3.33724e-08,60.222177768959995
42479.0,0.2354104380988253,2.48156e-08,44.7788925976796
42478.0,0.2354159800367249,2.24769e-08,40.5568797008196
42477.0,0.23542152223556279,2.22059e-08,40.066006087421094
42476.0,0.23542706469535737,2.48842e-08,44.8963368152992
42475.0,0.23543260741612712,2.59978e-08,46.903297173625
42474.0,0.23543815039789048,2.52852e-08,45.615529300795195
42473.0,0.23544369364066584,2.60542e-08,47.0006233545118
42472.0,0.23544923714447166,2.80909e-08,50.672353806265605
42471.0,0.23545478090932637,3.49818e-08,63.099675532693794
42470.0,0.2354603249352484,4.2111e-08,75.9556485999
42469.0,0.23546586922225624,4.3949e-08,79.267117869989
42468.0,0.2354714137703683,4.28369e-08,77.2576781219856
42467.0,0.235476958579603,3.63425e-08,65.54173948948251
42466.0,0.2354825036499788,3.26988e-08,58.96774576781281
42465.0,0.23548804898151418,3.27716e-08,59.09624713521001
42464.0,0.23549359457422758,3.43078e-08,61.8635263449088
42463.0,0.23549914042813744,3.62845e-08,65.4248130459805
42462.0,0.2355046865432622,3.34156e-08,60.24904336412639
42461.0,0.23551023291962037,2.8993e-08,52.272538553353
42460.0,0.23551577955723033,2.40532e-08,43.36435010512
42459.0,0.2355213264561106,2.04731e-08,36.908222536781096
42458.0,0.2355268736162796,2.05119e-08,36.9764280749916
42457.0,0.23553242103775585,2.14606e-08,38.684809937649405
42456.0,0.23553796872055777,2.32929e-08,41.9857302740544
42455.0,0.2355435166647038,2.33033e-08,42.0024976916825
42454.0,0.23554906487021246,2.211e-08,39.849784184760004
42453.0,0.2355546133371022,1.97049e-08,35.5132980776241
42452.0,0.2355601620653915,1.72695e-08,31.122614603928003
42451.0,0.23556571105509883,1.66568e-08,30.0170094209768
42450.0,0.23557126030624265,1.65645e-08,29.84927041125
42449.0,0.23557680981884144,1.71292e-08,30.865406971049204
42448.0,0.23558235959291368,1.76316e-08,31.7691935038464
42447.0,0.23558790962847787,1.80024e-08,32.4357847567416
42446.0,0.23559345992555247,1.82205e-08,32.827199160978004
42445.0,0.23559901048415596,1.8525e-08,33.374232913125
42444.0,0.23560456130430685,2.13351e-08,38.4350362058736
42443.0,0.2356101123860236,2.49998e-08,45.034845943350206
42442.0,0.23561566372932471,2.89058e-08,52.0686928951112
42441.0,0.2356212153342287,3.30493e-08,59.52967093011329
42440.0,0.235626767200754,3.77341e-08,67.96491005776
42439.0,0.23563231932891915,4.02983e-08,72.58000763947429
42438.0,0.23563787171874265,3.99255e-08,71.905180463622
42437.0,0.23564342437024294,3.85031e-08,69.34019309330391
42436.0,0.2356489772834386,3.6571e-08,65.85757230481599
42435.0,0.23565453045834805,3.68526e-08,66.361553837235
42434.0,0.23566008389498988,3.83975e-08,69.14024165951
42433.0,0.23566563759338252,4.29563e-08,77.3453735773307
42432.0,0.2356711915535445,4.8206e-08,86.793679724544
42431.0,0.23567674577549433,5.4048e-08,97.307465802528
42430.0,0.23568230025925052,5.59215e-08,100.67575046535
42429.0,0.2356878550048316,5.22397e-08,94.0429548758277
42428.0,0.23569341001225605,4.56687e-08,82.2098336775408
42427.0,0.2356989652815424,3.74356e-08,67.38596409631239
42426.0,0.23570452081270918,3.22125e-08,57.981387895649995
42425.0,0.2357100766057749,2.86151e-08,51.5037640724375
42424.0,0.23571563266075807,2.85893e-08,51.4549013787968
42423.0,0.23572118897767722,2.94193e-08,52.9462357335297
42422.0,0.23572674555655085,3.10306e-08,55.8434771621704
42421.0,0.2357323023973975,3.29979e-08,59.3810819163939
42420.0,0.23573785950023574,3.54086e-08,63.71623188504
42419.0,0.23574341686508404,3.91646e-08,70.4716674379406
42418.0,0.23574897449196097,4.33931e-08,78.07662874320441
42417.0,0.23575453238088503,4.18558e-08,75.30703442560619
42416.0,0.23576009053187477,3.81285e-08,68.597634669696
42415.0,0.23576564894494872,3.27173e-08,58.85947701499249
42414.0,0.23577120762012543,2.79969e-08,50.3649503510724
42413.0,0.23577676655742344,2.59019e-08,46.5939583759811
42412.0,0.23578232575686126,2.63374e-08,47.375128954825605
42411.0,0.23578788521845748,3.00231e-08,54.0023374364751
42410.0,0.23579344494223062,3.52269e-08,63.359387677890005
42409.0,0.2357990049281992,4.12495e-08,74.18818607960951
42408.0,0.23580456517638182,4.53776e-08,81.6088212440064
42407.0,0.235810125686797,4.81347e-08,86.5632133885203
42406.0,0.2358156864594633,4.67828e-08,84.1280513008208
42405.0,0.23582124749439926,4.37143e-08,78.6063559240575
42404.0,0.23582680879162343,3.77436e-08,67.8667375690176
42403.0,0.2358323703511544,3.36348e-08,60.4758550438332
42402.0,0.23583793217301072,3.22096e-08,57.9105933729984
42401.0,0.2358434942572109,3.16376e-08,56.8794946761176
42400.0,0.2358490566037736,3.16334e-08,56.869261183999996
42399.0,0.23585461921271728,3.22475e-08,57.970531044247494
42398.0,0.23586018208406057,3.32843e-08,59.8315382838572
42397.0,0.23586574521782203,3.55168e-08,63.84164721373121
42396.0,0.2358713086140202,3.79926e-08,68.2886900939616
42395.0,0.23587687227267368,4.06367e-08,73.0378048471175
42394.0,0.235882436193801,4.06351e-08,73.0314836999836
42393.0,0.2358880003774208,3.72965e-08,67.0280184651285
42392.0,0.23589356482355162,3.46707e-08,62.306079248044796
42391.0,0.23589912953221204,3.27931e-08,58.9290984183211
42390.0,0.2359046945034206,3.46312e-08,62.22922231752
42389.0,0.23591025973719598,3.70715e-08,66.61108403045151
42388.0,0.23591582523355667,3.6991e-08,66.46330344510399
