Wavelength	RSR
0.3	2.4481985003283544e-20
0.3012701270127013	2.9986084851690887e-20
0.3025402540254025	3.6710871222020603e-20
0.3038103810381038	4.4923274483035444e-20
0.30508050805080505	5.494774901255939e-20
0.30635063506350635	6.717848332693736e-20
0.3076207620762076	8.209416145850145e-20
0.3088908890889089	1.0027579998180096e-19
0.3101610161016102	1.2242829104894097e-19
0.3114311431143114	1.4940640878415478e-19
0.3127012701270127	1.8224618850377819e-19
0.31397139713971395	2.22202770348312e-19
0.31524152415241524	2.7079601684556213e-19
0.3165116511651165	3.29865474576215e-19
0.3177817781778178	4.0163656169989307e-19
0.319051905190519	4.888002353840712e-19
0.3203220322032203	5.946088377553257e-19
0.3215921592159216	7.229913496282084e-19
0.32286228622862284	8.786919142969828e-19
0.32413241324132414	1.067436248467227e-18
0.3254025402540254	1.2961314569183616e-18
0.32667266726672667	1.5731058389226717e-18
0.3279427942794279	1.9083965499981744e-18
0.3292129212921292	2.3140945003526388e-18
0.33048304830483044	2.804757676447619e-18
0.33175317531753173	3.3979062177473775e-18
0.33302330233023303	4.1146151298603286e-18
0.33429342934293427	4.980223542243419e-18
0.33556355635563556	6.02518301113299e-18
0.3368336833683368	7.28607162983845e-18
0.3381038103810381	8.806805760955725e-18
0.33937393739373933	1.0640087192098061e-17
0.3406440644064406	1.2849130607663163e-17
0.3419141914191419	1.5509724663067978e-17
0.34318431843184316	1.871268987911998e-17
0.34445444544454445	2.256680831815706e-17
0.3457245724572457	2.7202313883952365e-17
0.346994699469947	3.27750484842407e-17
0.3482648264826482	3.947140865423796e-17
0.3495349534953495	4.751423008503225e-17
0.3508050805080508	5.716978444594226e-17
0.35207520752075205	6.875609465392016e-17
0.35334533453345335	8.265281216796918e-17
0.3546154615461546	9.931294395829487e-17
0.3558855885588559	1.1927676867171364e-16
0.3571557155715571	1.4318834253515565e-16
0.3584258425842584	1.718150672841129e-16
0.3596959695969597	2.0607087671256018e-16
0.36096609660966095	2.4704369746439584e-16
0.3622362236223622	2.9602795592982396e-16
0.3635063506350635	3.545630394963456e-16
0.3647764776477648	4.2447878033890265e-16
0.366046604660466	5.079492173847208e-16
0.3673167316731673	6.075561116725837e-16
0.3685868586858686	7.263639474173151e-16
0.36985698569856984	8.68008451933827e-16
0.3711271127112711	1.0368010194323473e-15
